TStamp	X	Y	Z
1613752447538	0.039581	-0.249649	0.113602
1613752447540	0.055466	-0.231308	0.119705
1613752447542	0.076218	-0.211777	0.127029
1613752447545	0.098190	-0.187332	0.131927
1613752447547	0.118958	-0.165359	0.136810
1613752447550	0.145844	-0.142136	0.141693
1613752447552	0.166611	-0.118927	0.145355
1613752447554	0.186157	-0.094482	0.149033
1613752447557	0.204483	-0.072495	0.150238
1613752447559	0.221603	-0.049286	0.149033
1613752447561	0.236252	-0.027298	0.150238
1613752447564	0.247253	-0.007736	0.147797
1613752447566	0.263138	0.016663	0.146591
1613752447569	0.268021	0.034988	0.141693
1613752447571	0.272903	0.054550	0.138031
1613752447573	0.277786	0.066757	0.131927
1613752447576	0.280228	0.081421	0.124588
1613752447578	0.280228	0.093643	0.116043
1613752447580	0.276581	0.100967	0.106262
1613752447583	0.280228	0.103409	0.096497
1613752447585	0.282669	0.104630	0.085495
1613752447588	0.281464	0.102188	0.073273
1613752447590	0.277786	0.096085	0.059845
1613752447592	0.276581	0.092422	0.047623
1613752447595	0.271667	0.082642	0.035416
1613752447597	0.269226	0.074097	0.021973
1613752447599	0.269226	0.069199	0.013412
1613752447602	0.266785	0.064316	0.003662
1613752447604	0.261902	0.058212	-0.006104
1613752447607	0.260696	0.056992	-0.012222
1613752447609	0.254578	0.053314	-0.021988
1613752447611	0.252136	0.058212	-0.025665
1613752447614	0.241135	0.058212	-0.030548
1613752447616	0.235031	0.063095	-0.029327
1613752447619	0.230133	0.069199	-0.029327
1613752447621	0.217926	0.071640	-0.028107
1613752447623	0.211807	0.080200	-0.024429
1613752447626	0.202042	0.081421	-0.020782
1613752447628	0.193497	0.087524	-0.013458
1613752447630	0.184937	0.092422	-0.008545
1613752447633	0.171509	0.097305	-0.006104
1613752447635	0.166611	0.103409	0.001221
1613752447638	0.156845	0.108307	0.008530
1613752447640	0.148285	0.113190	0.014648
1613752447642	0.137299	0.115631	0.019531
1613752447645	0.128738	0.118073	0.024414
1613752447647	0.115311	0.115631	0.026855
1613752447649	0.105530	0.114410	0.030533
1613752447652	0.098190	0.113190	0.034180
1613752447654	0.087204	0.107071	0.035416
1613752447657	0.082306	0.104630	0.037857
1613752447659	0.071335	0.098526	0.041519
1613752447661	0.065231	0.097305	0.043961
1613752447664	0.056671	0.092422	0.048859
1613752447666	0.048111	0.085083	0.054947
1613752447668	0.045670	0.082642	0.061066
1613752447671	0.038345	0.076538	0.065948
1613752447673	0.035904	0.072876	0.072067
1613752447676	0.027344	0.067993	0.076950
1613752447678	0.022461	0.066757	0.081833
1613752447680	0.018814	0.065536	0.085495
1613752447683	0.012695	0.065536	0.085495
1613752447685	0.010254	0.067993	0.089157
1613752447688	0.004135	0.067993	0.087936
1613752447690	0.004135	0.072876	0.090393
1613752447692	-0.001968	0.069199	0.086716
1613752447695	0.001694	0.069199	0.085495
1613752447697	-0.003189	0.055756	0.079391
1613752447699	-0.003189	0.039886	0.070831
1613752447702	0.000473	0.017899	0.059845
1613752447704	-0.001968	-0.016296	0.043961
1613752447707	-0.003189	-0.061508	0.026855
1613752447709	-0.006851	-0.114029	0.007324
1613752447711	-0.010513	-0.165359	-0.014664
1613752447714	-0.015396	-0.204453	-0.035431
1613752447716	-0.017853	-0.228867	-0.052536
1613752447718	-0.015396	-0.236221	-0.062317
1613752447721	-0.016632	-0.243546	-0.069641
1613752447723	-0.017853	-0.247192	-0.073303
1613752447726	-0.015396	-0.248428	-0.074524
1613752447728	-0.012955	-0.252106	-0.076965
1613752447730	-0.010513	-0.255753	-0.081863
1613752447733	-0.006851	-0.264313	-0.087967
1613752447735	0.000473	-0.267975	-0.091629
1613752447737	0.001694	-0.277756	-0.095306
1613752447740	0.012695	-0.277756	-0.097748
1613752447742	0.018814	-0.275314	-0.102631
1613752447745	0.035904	-0.256989	-0.098969
1613752447747	0.038345	-0.244751	-0.103851
1613752447749	0.033463	-0.237427	-0.111176
1613752447752	0.054230	-0.209335	-0.108734
1613752447754	0.063995	-0.186127	-0.108734
1613752447757	0.071335	-0.160461	-0.109955
1613752447759	0.082306	-0.133591	-0.109955
1613752447761	0.092102	-0.106705	-0.111176
1613752447764	0.099426	-0.081055	-0.109955
1613752447766	0.101868	-0.056625	-0.111176
1613752447768	0.110428	-0.028519	-0.108734
1613752447771	0.114075	-0.005295	-0.108734
1613752447773	0.112869	0.017899	-0.109955
1613752447776	0.114075	0.039886	-0.106293
1613752447778	0.111633	0.056992	-0.105072
1613752447780	0.105530	0.075317	-0.100189
1613752447783	0.101868	0.091202	-0.096527
1613752447785	0.098190	0.107071	-0.090408
1613752447787	0.089661	0.118073	-0.087967
1613752447790	0.081100	0.126633	-0.081863
1613752447792	0.070099	0.129074	-0.078201
1613752447795	0.057907	0.130295	-0.074524
1613752447797	0.042023	0.126633	-0.073303
1613752447799	0.027344	0.120514	-0.070862
1613752447802	0.018814	0.119293	-0.068420
1613752447804	-0.000748	0.109528	-0.068420
1613752447806	-0.016632	0.099747	-0.063538
1613752447809	-0.032501	0.093643	-0.058640
1613752447811	-0.048386	0.087524	-0.053757
1613752447814	-0.066711	0.074097	-0.050095
1613752447816	-0.085037	0.060654	-0.045212
1613752447818	-0.096039	0.049667	-0.039108
1613752447821	-0.110687	0.031342	-0.032990
1613752447823	-0.122925	0.015457	-0.026886
1613752447826	-0.132690	-0.005295	-0.020782
1613752447828	-0.138809	-0.023621	-0.017105
1613752447830	-0.142456	-0.048065	-0.009781
1613752447833	-0.154694	-0.070053	-0.007339
1613752447835	-0.157135	-0.090820	-0.003662
1613752447837	-0.162018	-0.114029	-0.000015
1613752447840	-0.164459	-0.134796	0.004868
1613752447842	-0.165665	-0.153122	0.007324
1613752447845	-0.169342	-0.175125	0.008530
1613752447847	-0.175461	-0.195892	0.010971
1613752447849	-0.179108	-0.217896	0.013412
1613752447852	-0.176666	-0.233780	0.014648
1613752447854	-0.176666	-0.248428	0.017090
1613752447856	-0.176666	-0.261871	0.019531
1613752447859	-0.174225	-0.272873	0.023178
1613752447861	-0.166901	-0.276520	0.028091
1613752447864	-0.165665	-0.280197	0.031738
1613752447866	-0.163223	-0.285080	0.037857
1613752447868	-0.151016	-0.281403	0.045181
1613752447871	-0.143692	-0.276520	0.052505
1613752447873	-0.137573	-0.272873	0.058624
1613752447875	-0.121689	-0.259430	0.067169
1613752447878	-0.111923	-0.245987	0.072067
1613752447880	-0.098480	-0.225220	0.076950
1613752447883	-0.085037	-0.208099	0.078171
1613752447885	-0.067947	-0.187332	0.080612
1613752447887	-0.050827	-0.167801	0.079391
1613752447890	-0.041061	-0.150681	0.075729
1613752447892	-0.027618	-0.132355	0.073273
1613752447895	-0.011734	-0.117706	0.069626
1613752447897	-0.001968	-0.105484	0.061066
1613752447899	0.011475	-0.093262	0.056183
1613752447902	0.021255	-0.083496	0.050064
1613752447904	0.032242	-0.072495	0.043961
1613752447906	0.033463	-0.066391	0.032974
1613752447909	0.040787	-0.057831	0.026855
1613752447911	0.040787	-0.052948	0.019531
1613752447914	0.042023	-0.041946	0.014648
1613752447916	0.043228	-0.034622	0.014648
1613752447918	0.039581	-0.027298	0.013412
1613752447921	0.044464	-0.010178	0.015854
1613752447923	0.046906	0.005676	0.019531
1613752447925	0.032242	0.009338	0.019531
1613752447928	0.021255	0.013016	0.020737
1613752447930	0.021255	0.027664	0.029297
1613752447933	0.015137	0.034988	0.032974
1613752447935	0.010254	0.041107	0.037857
1613752447937	0.007813	0.047226	0.042740
1613752447940	0.000473	0.045990	0.045181
1613752447942	-0.005630	0.043549	0.048859
1613752447944	-0.006851	0.041107	0.052505
1613752447947	-0.000748	0.042328	0.057388
1613752447949	-0.017853	0.024002	0.051300
1613752447952	-0.016632	0.017899	0.052505
1613752447954	-0.006851	0.015457	0.054947
1613752447956	-0.016632	-0.002853	0.046402
1613752447959	-0.020294	-0.018738	0.039063
1613752447961	-0.012955	-0.023621	0.036621
1613752447963	-0.015396	-0.038300	0.030533
1613752447966	-0.023956	-0.052948	0.019531
1613752447968	-0.014191	-0.060272	0.015854
1613752447971	-0.014191	-0.070053	0.010971
1613752447973	-0.012955	-0.074936	0.006104
1613752447975	-0.012955	-0.083496	-0.002457
1613752447978	-0.012955	-0.088379	-0.007339
1613752447980	-0.003189	-0.084717	-0.009781
1613752447983	0.001694	-0.087158	-0.013458
1613752447985	0.006577	-0.083496	-0.015900
1613752447987	0.013916	-0.076157	-0.018341
1613752447990	0.020020	-0.068832	-0.019547
1613752447992	0.023697	-0.060272	-0.018341
1613752447994	0.029800	-0.050507	-0.015900
1613752447997	0.038345	-0.037064	-0.012222
1613752447999	0.039581	-0.029739	-0.012222
1613752448002	0.048111	-0.018738	-0.009781
1613752448004	0.056671	-0.008972	-0.007339
1613752448006	0.062790	-0.002853	-0.006104
1613752448009	0.067673	0.002029	-0.007339
1613752448011	0.072540	0.004471	-0.006104
1613752448013	0.078659	0.005676	-0.007339
1613752448016	0.082306	0.005676	-0.008545
1613752448018	0.082306	0.003235	-0.013458
1613752448021	0.088425	-0.000412	-0.014664
1613752448023	0.088425	-0.008972	-0.020782
1613752448025	0.090866	-0.018738	-0.024429
1613752448028	0.090866	-0.028519	-0.029327
1613752448030	0.088425	-0.037064	-0.031769
1613752448033	0.083542	-0.044388	-0.036667
1613752448035	0.077423	-0.050507	-0.040314
1613752448037	0.076218	-0.050507	-0.042755
1613752448040	0.072540	-0.050507	-0.043991
1613752448042	0.063995	-0.046844	-0.043991
1613752448044	0.053024	-0.044388	-0.047653
1613752448047	0.046906	-0.037064	-0.046432
1613752448049	0.037140	-0.029739	-0.047653
1613752448052	0.023697	-0.024857	-0.048874
1613752448054	0.017578	-0.015091	-0.048874
1613752448056	0.004135	-0.008972	-0.050095
1613752448059	-0.008072	-0.001648	-0.050095
1613752448061	-0.017853	0.008133	-0.048874
1613752448063	-0.027618	0.015457	-0.046432
1613752448066	-0.039841	0.024002	-0.045212
1613752448068	-0.050827	0.030106	-0.042755
1613752448071	-0.056946	0.037430	-0.037872
1613752448073	-0.065491	0.043549	-0.034225
1613752448075	-0.076492	0.041107	-0.032990
1613752448078	-0.077713	0.039886	-0.028107
1613752448080	-0.082596	0.037430	-0.024429
1613752448082	-0.089920	0.032547	-0.024429
1613752448085	-0.087479	0.030106	-0.020782
1613752448087	-0.081375	0.026459	-0.014664
1613752448090	-0.077713	0.024002	-0.009781
1613752448092	-0.069153	0.017899	-0.003662
1613752448094	-0.060608	0.014221	-0.000015
1613752448097	-0.048386	0.014221	0.002426
1613752448099	-0.033737	0.015457	0.007324
1613752448101	-0.020294	0.015457	0.009766
1613752448104	-0.004410	0.015457	0.013412
1613752448106	0.011475	0.017899	0.013412
1613752448109	0.023697	0.020340	0.012207
1613752448111	0.037140	0.025223	0.008530
1613752448113	0.051788	0.032547	0.004868
1613752448116	0.063995	0.043549	0.001221
1613752448118	0.070099	0.052109	-0.003662
1613752448121	0.077423	0.063095	-0.008545
1613752448123	0.082306	0.075317	-0.013458
1613752448125	0.082306	0.085083	-0.015900
1613752448128	0.082306	0.094864	-0.021988
1613752448130	0.077423	0.098526	-0.025665
1613752448132	0.071335	0.100967	-0.030548
1613752448135	0.063995	0.102188	-0.031769
1613752448137	0.054230	0.100967	-0.034225
1613752448140	0.046906	0.098526	-0.035431
1613752448142	0.032242	0.091202	-0.040314
1613752448144	0.021255	0.078979	-0.043991
1613752448147	0.010254	0.065536	-0.046432
1613752448149	-0.000748	0.048431	-0.047653
1613752448151	-0.009293	0.031342	-0.047653
1613752448154	-0.021515	0.011780	-0.048874
1613752448156	-0.022736	-0.000412	-0.047653
1613752448159	-0.027618	-0.013855	-0.047653
1613752448161	-0.030060	-0.023621	-0.046432
1613752448163	-0.030060	-0.030960	-0.046432
1613752448166	-0.028839	-0.037064	-0.041550
1613752448168	-0.030060	-0.043182	-0.039108
1613752448170	-0.027618	-0.041946	-0.039108
1613752448173	-0.020294	-0.038300	-0.035431
1613752448175	-0.016632	-0.038300	-0.034225
1613752448178	-0.009293	-0.030960	-0.031769
1613752448180	-0.005630	-0.029739	-0.031769
1613752448182	0.002930	-0.023621	-0.030548
1613752448185	0.005371	-0.019974	-0.031769
1613752448187	0.010254	-0.016296	-0.032990
1613752448189	0.013916	-0.008972	-0.031769
1613752448192	0.016357	-0.004089	-0.030548
1613752448194	0.015137	0.000793	-0.032990
1613752448197	0.012695	0.000793	-0.035431
1613752448199	0.015137	0.005676	-0.035431
1613752448201	0.009033	0.004471	-0.036667
1613752448204	0.004135	0.000793	-0.039108
1613752448206	0.001694	0.000793	-0.039108
1613752448209	0.000473	-0.001648	-0.040314
1613752448211	-0.003189	-0.002853	-0.040314
1613752448213	-0.009293	-0.004089	-0.043991
1613752448216	-0.015396	-0.005295	-0.043991
1613752448218	-0.016632	-0.005295	-0.042755
1613752448220	-0.020294	-0.006531	-0.045212
1613752448223	-0.019073	-0.004089	-0.041550
1613752448225	-0.020294	-0.002853	-0.040314
1613752448228	-0.022736	-0.002853	-0.042755
1613752448230	-0.022736	-0.000412	-0.041550
1613752448232	-0.022736	0.002029	-0.041550
1613752448235	-0.019073	0.008133	-0.041550
1613752448237	-0.021515	0.009338	-0.043991
1613752448239	-0.017853	0.016663	-0.043991
1613752448242	-0.017853	0.020340	-0.046432
1613752448244	-0.017853	0.021545	-0.051315
1613752448247	-0.017853	0.025223	-0.052536
1613752448249	-0.012955	0.032547	-0.054993
1613752448251	-0.010513	0.037430	-0.056198
1613752448254	-0.012955	0.039886	-0.058640
1613752448256	-0.008072	0.043549	-0.058640
1613752448258	-0.006851	0.045990	-0.057434
1613752448261	-0.004410	0.045990	-0.054993
1613752448263	-0.004410	0.043549	-0.052536
1613752448266	-0.005630	0.041107	-0.052536
1613752448268	-0.003189	0.037430	-0.048874
1613752448270	-0.006851	0.031342	-0.047653
1613752448273	-0.004410	0.032547	-0.040314
1613752448275	-0.005630	0.027664	-0.039108
1613752448278	-0.006851	0.024002	-0.036667
1613752448280	-0.005630	0.020340	-0.032990
1613752448282	-0.005630	0.016663	-0.029327
1613752448285	0.001694	0.011780	-0.025665
1613752448287	0.000473	0.004471	-0.023224
1613752448289	0.006577	0.005676	-0.017105
1613752448292	0.007813	0.005676	-0.013458
1613752448294	0.005371	0.000793	-0.013458
1613752448297	0.007813	0.002029	-0.011002
1613752448299	0.009033	0.000793	-0.009781
1613752448301	0.009033	0.003235	-0.009781
1613752448304	0.006577	0.003235	-0.011002
1613752448306	0.004135	0.003235	-0.012222
1613752448308	0.009033	0.004471	-0.008545
1613752448311	0.005371	0.005676	-0.007339
1613752448313	0.004135	0.006897	-0.004898
1613752448316	0.001694	0.008133	-0.002457
1613752448318	0.001694	0.011780	-0.002457
1613752448320	-0.001968	0.011780	-0.002457
1613752448323	-0.003189	0.011780	-0.001221
1613752448325	-0.003189	0.011780	-0.000015
1613752448327	-0.008072	0.009338	-0.001221
1613752448330	-0.008072	0.010574	-0.000015
1613752448332	-0.009293	0.006897	-0.000015
1613752448335	-0.004410	0.006897	-0.000015
1613752448337	-0.004410	0.003235	-0.000015
1613752448339	-0.000748	0.004471	0.001221
1613752448342	0.004135	0.008133	0.003662
1613752448344	0.011475	0.010574	0.002426
1613752448347	0.017578	0.015457	0.002426
1613752448349	0.021255	0.022781	-0.000015
1613752448351	0.021255	0.027664	-0.004898
1613752448354	0.023697	0.033783	-0.007339
1613752448356	0.028580	0.041107	-0.007339
1613752448358	0.034683	0.049667	-0.007339
1613752448361	0.035904	0.056992	-0.009781
1613752448363	0.039581	0.066757	-0.011002
1613752448366	0.042023	0.075317	-0.009781
1613752448368	0.045670	0.085083	-0.008545
1613752448370	0.045670	0.089966	-0.007339
1613752448373	0.044464	0.094864	-0.007339
1613752448375	0.044464	0.099747	-0.006104
1613752448377	0.043228	0.100967	-0.007339
1613752448380	0.045670	0.099747	-0.003662
1613752448382	0.044464	0.097305	-0.003662
1613752448385	0.044464	0.093643	-0.002457
1613752448387	0.043228	0.088760	-0.000015
1613752448389	0.043228	0.083862	0.001221
1613752448392	0.039581	0.082642	0.004868
1613752448394	0.038345	0.080200	0.009766
1613752448396	0.040787	0.081421	0.013412
1613752448399	0.040787	0.082642	0.015854
1613752448401	0.039581	0.081421	0.019531
1613752448404	0.038345	0.078979	0.021973
1613752448406	0.037140	0.076538	0.021973
1613752448408	0.037140	0.077759	0.024414
1613752448411	0.035904	0.074097	0.025635
1613752448413	0.032242	0.070435	0.026855
1613752448415	0.031021	0.066757	0.025635
1613752448418	0.028580	0.060654	0.028091
1613752448420	0.026138	0.054550	0.029297
1613752448423	0.020020	0.045990	0.029297
1613752448425	0.021255	0.042328	0.034180
1613752448427	0.015137	0.036224	0.036621
1613752448430	0.015137	0.034988	0.043961
1613752448432	0.012695	0.036224	0.051300
1613752448435	0.009033	0.037430	0.053741
1613752448437	0.006577	0.039886	0.061066
1613752448439	0.002930	0.042328	0.065948
1613752448442	0.002930	0.048431	0.072067
1613752448444	-0.000748	0.048431	0.076950
1613752448446	-0.004410	0.048431	0.079391
1613752448449	-0.004410	0.049667	0.083054
1613752448451	-0.009293	0.050873	0.084274
1613752448454	-0.008072	0.053314	0.086716
1613752448456	-0.009293	0.055756	0.087936
1613752448458	-0.004410	0.064316	0.087936
1613752448461	-0.003189	0.069199	0.087936
1613752448463	-0.003189	0.071640	0.085495
1613752448465	-0.003189	0.080200	0.083054
1613752448468	0.002930	0.087524	0.081833
1613752448470	0.005371	0.096085	0.079391
1613752448473	0.009033	0.100967	0.074509
1613752448475	0.018814	0.110748	0.072067
1613752448477	0.024902	0.116852	0.068390
1613752448480	0.029800	0.121735	0.063507
1613752448482	0.042023	0.126633	0.062286
1613752448484	0.050568	0.127838	0.058624
1613752448487	0.057907	0.131516	0.054947
1613752448489	0.066437	0.132736	0.048859
1613752448492	0.079865	0.135178	0.043961
1613752448494	0.089661	0.132736	0.039063
1613752448496	0.103088	0.130295	0.036621
1613752448499	0.110428	0.130295	0.035416
1613752448501	0.123856	0.131516	0.034180
1613752448504	0.128738	0.127838	0.030533
1613752448506	0.137299	0.129074	0.032974
1613752448508	0.147064	0.130295	0.032974
1613752448511	0.150726	0.126633	0.031738
1613752448513	0.158066	0.127838	0.032974
1613752448515	0.164169	0.129074	0.032974
1613752448518	0.167831	0.126633	0.030533
1613752448520	0.170273	0.124176	0.029297
1613752448523	0.170273	0.119293	0.028091
1613752448525	0.173950	0.118073	0.028091
1613752448527	0.173950	0.113190	0.025635
1613752448530	0.169052	0.105850	0.024414
1613752448532	0.171509	0.107071	0.025635
1613752448534	0.170273	0.105850	0.025635
1613752448537	0.165390	0.103409	0.025635
1613752448539	0.159286	0.104630	0.026855
1613752448542	0.156845	0.104630	0.028091
1613752448544	0.155624	0.104630	0.030533
1613752448546	0.147064	0.103409	0.031738
1613752448549	0.145844	0.103409	0.036621
1613752448551	0.140961	0.100967	0.040298
1613752448553	0.134842	0.098526	0.042740
1613752448556	0.128738	0.094864	0.043961
1613752448558	0.126297	0.093643	0.046402
1613752448561	0.121414	0.089966	0.048859
1613752448563	0.118958	0.086304	0.052505
1613752448565	0.115311	0.081421	0.057388
1613752448568	0.110428	0.071640	0.063507
1613752448570	0.107971	0.061874	0.067169
1613752448573	0.104309	0.050873	0.072067
1613752448575	0.105530	0.043549	0.078171
1613752448577	0.101868	0.033783	0.083054
1613752448580	0.094543	0.016663	0.084274
1613752448582	0.095749	0.006897	0.089157
1613752448584	0.093307	-0.000412	0.090393
1613752448587	0.089661	-0.010178	0.091599
1613752448589	0.088425	-0.018738	0.091599
1613752448592	0.089661	-0.023621	0.095276
1613752448594	0.092102	-0.024857	0.096497
1613752448596	0.088425	-0.030960	0.096497
1613752448599	0.090866	-0.034622	0.097717
1613752448601	0.096985	-0.037064	0.100159
1613752448603	0.100632	-0.039505	0.097717
1613752448606	0.100632	-0.040741	0.095276
1613752448608	0.105530	-0.039505	0.094055
1613752448611	0.114075	-0.040741	0.091599
1613752448613	0.116516	-0.041946	0.086716
1613752448615	0.117752	-0.041946	0.083054
1613752448618	0.121414	-0.040741	0.078171
1613752448620	0.123856	-0.037064	0.072067
1613752448622	0.121414	-0.033401	0.065948
1613752448625	0.122635	-0.029739	0.058624
1613752448627	0.123856	-0.024857	0.053741
1613752448630	0.120193	-0.022415	0.047623
1613752448632	0.117752	-0.019974	0.041519
1613752448634	0.111633	-0.019974	0.036621
1613752448637	0.107971	-0.018738	0.034180
1613752448639	0.104309	-0.017532	0.029297
1613752448642	0.098190	-0.016296	0.028091
1613752448644	0.098190	-0.015091	0.030533
1613752448646	0.094543	-0.016296	0.029297
1613752448649	0.089661	-0.016296	0.028091
1613752448651	0.088425	-0.018738	0.026855
1613752448653	0.083542	-0.022415	0.024414
1613752448656	0.078659	-0.026062	0.021973
1613752448658	0.076218	-0.027298	0.020737
1613752448661	0.077423	-0.024857	0.019531
1613752448663	0.073776	-0.029739	0.015854
1613752448665	0.074982	-0.030960	0.014648
1613752448668	0.070099	-0.032181	0.008530
1613752448670	0.068893	-0.035858	0.007324
1613752448672	0.068893	-0.037064	0.003662
1613752448675	0.065231	-0.039505	0.001221
1613752448677	0.066437	-0.040741	-0.001221
1613752448680	0.062790	-0.044388	-0.004898
1613752448682	0.056671	-0.050507	-0.011002
1613752448684	0.050568	-0.054169	-0.015900
1613752448687	0.045670	-0.059067	-0.018341
1613752448689	0.034683	-0.066391	-0.021988
1613752448691	0.022461	-0.073715	-0.026886
1613752448694	0.017578	-0.077393	-0.029327
1613752448696	0.007813	-0.083496	-0.029327
1613752448699	-0.005630	-0.087158	-0.031769
1613752448701	-0.017853	-0.093262	-0.037872
1613752448703	-0.026398	-0.099380	-0.040314
1613752448706	-0.032501	-0.100601	-0.040314
1613752448708	-0.038620	-0.100601	-0.043991
1613752448711	-0.039841	-0.096939	-0.045212
1613752448713	-0.043503	-0.095703	-0.047653
1613752448715	-0.039841	-0.092041	-0.048874
1613752448718	-0.033737	-0.087158	-0.051315
1613752448720	-0.026398	-0.082275	-0.054993
1613752448722	-0.016632	-0.076157	-0.058640
1613752448725	-0.008072	-0.067612	-0.065979
1613752448727	0.006577	-0.061508	-0.069641
1613752448730	0.018814	-0.055389	-0.074524
1613752448732	0.029800	-0.045624	-0.078201
1613752448734	0.043228	-0.034622	-0.083084
1613752448737	0.054230	-0.026062	-0.085526
1613752448739	0.067673	-0.016296	-0.090408
1613752448741	0.074982	-0.015091	-0.094070
1613752448744	0.089661	-0.007736	-0.095306
1613752448746	0.099426	-0.005295	-0.100189
1613752448749	0.111633	-0.002853	-0.103851
1613752448751	0.120193	-0.004089	-0.109955
1613752448753	0.131195	-0.002853	-0.111176
1613752448756	0.137299	-0.005295	-0.114838
1613752448758	0.143402	-0.006531	-0.116074
1613752448760	0.150726	-0.006531	-0.114838
1613752448763	0.154404	-0.007736	-0.113632
1613752448765	0.161728	-0.006531	-0.112396
1613752448768	0.172729	0.003235	-0.106293
1613752448770	0.153168	-0.019974	-0.112396
1613752448772	0.159286	-0.016296	-0.106293
1613752448775	0.176392	-0.005295	-0.096527
1613752448777	0.173950	-0.013855	-0.095306
1613752448779	0.161728	-0.024857	-0.100189
1613752448782	0.164169	-0.024857	-0.094070
1613752448784	0.167831	-0.029739	-0.094070
1613752448787	0.150726	-0.051727	-0.098969
1613752448789	0.160507	-0.052948	-0.094070
1613752448791	0.160507	-0.061508	-0.092850
1613752448794	0.161728	-0.070053	-0.090408
1613752448796	0.164169	-0.079834	-0.091629
1613752448799	0.161728	-0.092041	-0.091629
1613752448801	0.161728	-0.103043	-0.094070
1613752448803	0.162949	-0.111588	-0.095306
1613752448806	0.166611	-0.121368	-0.095306
1613752448808	0.162949	-0.129913	-0.098969
1613752448810	0.166611	-0.134796	-0.098969
1613752448813	0.173950	-0.136032	-0.097748
1613752448815	0.175171	-0.137238	-0.100189
1613752448818	0.177612	-0.137238	-0.102631
1613752448820	0.180054	-0.134796	-0.102631
1613752448822	0.186157	-0.131149	-0.103851
1613752448825	0.184937	-0.132355	-0.103851
