TStamp	X	Y	Z
1613754861085	0.096786	-0.138840	-0.092789
1613754861087	0.087021	-0.151047	-0.096466
1613754861090	0.073578	-0.163269	-0.100128
1613754861092	0.054031	-0.174255	-0.105011
1613754861094	0.030823	-0.185257	-0.111115
1613754861097	0.014938	-0.187698	-0.112335
1613754861099	-0.005829	-0.190140	-0.114792
1613754861101	-0.029037	-0.191376	-0.118454
1613754861104	-0.048584	-0.182816	-0.119675
1613754861106	-0.075470	-0.170609	-0.123337
1613754861109	-0.099899	-0.154724	-0.125778
1613754861111	-0.125565	-0.136398	-0.125778
1613754861113	-0.149979	-0.116837	-0.125778
1613754861116	-0.178101	-0.097290	-0.126999
1613754861118	-0.206192	-0.074081	-0.128220
1613754861120	-0.234283	-0.054535	-0.130676
1613754861123	-0.258728	-0.028870	-0.134323
1613754861125	-0.285599	-0.004456	-0.138000
1613754861128	-0.308807	0.022415	-0.139221
1613754861130	-0.330811	0.046860	-0.142883
1613754861132	-0.349136	0.071289	-0.144104
1613754861135	-0.372345	0.094498	-0.149002
1613754861137	-0.386993	0.114044	-0.150208
1613754861140	-0.399231	0.134811	-0.151443
1613754861142	-0.415115	0.151917	-0.155090
1613754861144	-0.424881	0.167801	-0.157532
1613754861147	-0.435883	0.180008	-0.159988
1613754861149	-0.445648	0.188568	-0.162430
1613754861151	-0.454208	0.191010	-0.166092
1613754861154	-0.455414	0.193451	-0.167328
1613754861156	-0.456650	0.192245	-0.169769
1613754861159	-0.454208	0.187332	-0.174652
1613754861161	-0.444427	0.177567	-0.177094
1613754861163	-0.435883	0.159241	-0.179535
1613754861166	-0.418762	0.139709	-0.183212
1613754861168	-0.397995	0.114044	-0.186859
1613754861170	-0.366226	0.089615	-0.185654
1613754861173	-0.334457	0.056625	-0.188095
1613754861175	-0.296600	0.024857	-0.190536
1613754861178	-0.257507	-0.011780	-0.192978
1613754861180	-0.211075	-0.049652	-0.199097
1613754861182	-0.163422	-0.085083	-0.202744
1613754861185	-0.118210	-0.121735	-0.208862
1613754861187	-0.065689	-0.149841	-0.216187
1613754861189	-0.015594	-0.176697	-0.223511
1613754861192	0.032043	-0.199905	-0.233307
1613754861194	0.084564	-0.217026	-0.243073
1613754861197	0.124878	-0.231674	-0.254074
1613754861199	0.168869	-0.236588	-0.266281
1613754861201	0.204285	-0.241470	-0.282166
1613754861204	0.239731	-0.236588	-0.295609
1613754861206	0.271500	-0.224350	-0.312698
1613754861209	0.289825	-0.212143	-0.332245
1613754861211	0.313034	-0.192581	-0.349350
1613754861213	0.328918	-0.171814	-0.368896
1613754861216	0.341125	-0.148605	-0.383560
1613754861218	0.346008	-0.125397	-0.401901
1613754861220	0.347244	-0.096069	-0.417770
1613754861223	0.347244	-0.067978	-0.432434
1613754861225	0.337448	-0.042313	-0.448318
1613754861228	0.332565	-0.006897	-0.461761
1613754861230	0.322800	0.024857	-0.473969
1613754861232	0.306915	0.060287	-0.483734
1613754861235	0.291031	0.094498	-0.492294
1613754861237	0.276382	0.128708	-0.495972
1613754861239	0.262939	0.166565	-0.497177
1613754861242	0.244614	0.200775	-0.498413
1613754861244	0.231171	0.238663	-0.495972
1613754861247	0.217728	0.271637	-0.492294
1613754861249	0.199402	0.300964	-0.487411
1613754861251	0.183517	0.331512	-0.480087
1613754861254	0.168869	0.362045	-0.467850
1613754861256	0.157867	0.393814	-0.455643
1613754861258	0.138321	0.421906	-0.442200
1613754861261	0.124878	0.448792	-0.425110
1613754861263	0.110229	0.474442	-0.407990
1613754861266	0.095551	0.496445	-0.389664
1613754861268	0.074783	0.512329	-0.372574
