5.000000000000000000e+00,-2.899988571568930183e+03,-5.075628448998890235e+03,4.067651948788196478e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.866882321950789901e+03,-5.092916097897148575e+03,4.069517818108157826e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.833696977924590101e+03,-5.110063238353158340e+03,4.071271413516182747e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.800433455144605887e+03,-5.127069397516435856e+03,4.072912686803801535e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.767092671411548054e+03,-5.143934106421626893e+03,4.074441592855661838e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.733675546646973089e+03,-5.160656900001550639e+03,4.075858089650766942e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.700183002867611322e+03,-5.177237317100161818e+03,4.077162138263634006e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.666615964190989871e+03,-5.193674900471613910e+03,4.078353702865264950e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.632975356890299736e+03,-5.209969196757565442e+03,4.079432750723875415e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.599262109171441352e+03,-5.226119756586454059e+03,4.080399252206454094e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.565477151225934904e+03,-5.242126134551401265e+03,4.081253180779328432e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.531621415217052345e+03,-5.257987889217336487e+03,4.081994513008874037e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.497695835254046870e+03,-5.273704583133219785e+03,4.082623228562174518e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.463701347366311438e+03,-5.289275782844174500e+03,4.083139310207601284e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.429638889477468638e+03,-5.304701058903514422e+03,4.083542743815312861e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.395509401379385508e+03,-5.319979985884680900e+03,4.083833518357667344e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.361313824706119249e+03,-5.335112142393077193e+03,4.084011625909557097e+03,2.000000000000000000e+00
5.000000000000000000e+00,-2.327053102907793800e+03,-5.350097111077804584e+03,4.084077061648657946e+03,2.000000000000000000e+00
7.000000000000000000e+00,2.471226187668040893e+03,-6.150025345734231450e+03,-3.326726568952254638e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.471188833694215646e+03,-6.167392069972470381e+03,-3.294435674920185647e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.471091102060069716e+03,-6.184608108570246259e+03,-3.262064289112938695e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.470932995019001282e+03,-6.201673040573451544e+03,-3.229613202242552688e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.470714516299195111e+03,-6.218586448720418957e+03,-3.197083206965393401e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.470435671103355617e+03,-6.235347919452018687e+03,-3.164475097861927225e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.470096466112330745e+03,-6.251957042926362192e+03,-3.131789671431088209e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.469696909555734692e+03,-6.268413413113584284e+03,-3.099027726334891668e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.469237011109657487e+03,-6.284716627683816114e+03,-3.066190062997499808e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.468716781901869126e+03,-6.300866288023662491e+03,-3.033277483605743328e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.468136234536244501e+03,-6.316861999275612106e+03,-3.000290792181451707e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.467495383092463726e+03,-6.332703370347849159e+03,-2.967230794561566654e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.466794243125678804e+03,-6.348390013923978586e+03,-2.934098298378194613e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.466032831666141647e+03,-6.363921546472667615e+03,-2.900894113038601063e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.465211167218799346e+03,-6.379297588257206371e+03,-2.867619049705144334e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.464329269762848071e+03,-6.394517763344975720e+03,-2.834273921275148950e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.463387160751255124e+03,-6.409581699616835067e+03,-2.800859542360719388e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.462384863110241440e+03,-6.424489028776430132e+03,-2.767376729268493364e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.461322401238729526e+03,-6.439239386359403397e+03,-2.733826299979337364e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.460199801007752740e+03,-6.453832411742534532e+03,-2.700209074127977601e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.459017089759832288e+03,-6.468267748152783497e+03,-2.666525872982575947e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.457774296308312842e+03,-6.482545042676256344e+03,-2.632777519424243565e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.456471450936664041e+03,-6.496663946267084611e+03,-2.598964837926493146e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.455108585397510069e+03,-6.510624113749789103e+03,-2.565088654545106692e+03,0.000000000000000000e+00
7.000000000000000000e+00,2.453685732909439139e+03,-6.524425203762116325e+03,-2.531149797004715765e+03,0.000000000000000000e+00
1.200000000000000000e+01,2.315727152991481034e+03,-6.813638593607191979e+03,-3.737347201324181697e+03,0.000000000000000000e+00
1.200000000000000000e+01,2.342027714624067812e+03,-6.819037008308161603e+03,-3.717263197293325447e+03,0.000000000000000000e+00
